instance,solver,rate result,rate d-result,rate reason-deletions,rate time,rate d-time
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Maple_CM@default,lrat-check pending,lrat-check pending,831,32.24,28.36
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Maple_CM_Dist@default,lrat-check pending,lrat-check pending,831,35.97,37.79
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,lrat-check pending,lrat-check pending,831,28.59,30.12
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Maple_LCM+BCrestart@default,lrat-check pending,lrat-check pending,831,39.21,37.42
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Maple_LCM+BCrestart_M1@default,lrat-check pending,lrat-check pending,831,22.70,23.01
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,MapleLCMDistChronoBT@default,lrat-check pending,lrat-check pending,831,25.41,27.39
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Maple_LCM_M1@default,lrat-check pending,lrat-check pending,831,26.64,27.76
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Maple_LCM_Scavel_200_fix2@default,lrat-check pending,lrat-check pending,831,31.84,30.34
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Maple_LCM_Scavel_fix2@default,lrat-check pending,lrat-check pending,831,32.78,27.33
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Minisat-v2.2.0-106-ge2dd095@simp_proof,lrat-check pending,lrat-check pending,831,1.74,1.49
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,831,124.51,109.83
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,smallsat@default,lrat-check pending,lrat-check pending,551,64.39,54.36
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,831,109.64,115.95
cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15,varisat@default,lrat-check pending,lrat-check pending,0,49.16,43.10
cz-3-7-7,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,2670,4936.82,5191.86
cz-3-7-7,Lingeling@default,lrat-check pending,lrat-check pending,321,9251.82,9006.96
dist10.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,7956,597.81,640.24
dist10.c,Lingeling@default,lrat-check pending,lrat-check pending,4499,602.55,801.16
dist10.c,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,5509,2046.12,2621.17
dist10.c,smallsat@default,lrat-check pending,lrat-check pending,130,1828.45,1457.49
dist10.c,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,5509,2172.72,2636.36
dist4.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,9622,701.33,605.75
dist4.c,abcdsat_r18@default,lrat-check pending,lrat-check pending,4,4372.65,3994.24
dist4.c,Lingeling@default,lrat-check pending,lrat-check pending,4738,637.98,901.41
dist4.c,smallsat@default,lrat-check pending,lrat-check pending,246,2256.68,1677.85
dist5.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,5881,489.10,589.38
dist5.c,abcdsat_r18@default,lrat-check pending,lrat-check pending,6,3748.78,3755.41
dist5.c,Lingeling@default,lrat-check pending,lrat-check pending,4890,684.01,753.51
dist5.c,smallsat@default,lrat-check pending,lrat-check pending,78,1627.47,1694.06
dist6.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,8005,480.15,529.94
dist6.c,abcdsat_r18@default,lrat-check pending,lrat-check pending,12,2880.04,3179.44
dist6.c,Lingeling@default,lrat-check pending,lrat-check pending,5073,587.83,699.27
dist6.c,smallsat@default,lrat-check pending,lrat-check pending,364,1312.42,1567.04
dist7.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,8872,468.03,563.65
dist7.c,abcdsat_r18@default,lrat-check pending,lrat-check pending,4,2735.64,2923.72
dist7.c,Lingeling@default,lrat-check pending,lrat-check pending,4378,600.63,738.22
dist7.c,smallsat@default,lrat-check pending,lrat-check pending,128,1688.35,1593.93
dist8.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,9455,609.64,794.80
dist8.c,abcdsat_r18@default,lrat-check pending,lrat-check pending,4,6583.04,6526.56
dist8.c,Lingeling@default,lrat-check pending,lrat-check pending,4886,746.55,860.84
dist9.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,8284,480.10,542.91
dist9.c,Lingeling@default,lrat-check pending,lrat-check pending,4600,596.73,666.42
dist9.c,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,6163,2318.22,3169.59
dist9.c,smallsat@default,lrat-check pending,lrat-check pending,60,1444.15,1418.94
dist9.c,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,6163,2310.94,3143.01
ecarev-110-1031-23-40-3,abcdsat_r18@default,lrat-check pending,lrat-check pending,733,41.79,44.82
ecarev-110-1031-23-40-3,Lingeling@default,lrat-check pending,lrat-check pending,1569,6.87,7.29
ecarev-110-1031-23-40-3,smallsat@default,lrat-check pending,lrat-check pending,2023,6.96,6.68
ecarev-110-1031-23-40-3,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,4871,574.82,606.88
ecarev-110-1031-23-40-3,varisat@default,lrat-check pending,lrat-check pending,1,94.67,102.93
e_rphp035_05,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,72,8345.69,6960.31
e_rphp035_05,abcdsat_r18@default,lrat-check pending,lrat-check pending,0,2622.52,2721.01
e_rphp035_05,Lingeling@default,lrat-check pending,lrat-check pending,0,12041.60,11667.09
e_rphp035_05,smallsat@default,lrat-check pending,lrat-check pending,0,4276.64,4688.84
e_rphp035_05,varisat@default,lrat-check pending,lrat-check pending,0,2485.54,2777.14
e_rphp055_04,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,189,505.23,488.69
e_rphp055_04,Lingeling@default,lrat-check pending,lrat-check pending,0,1927.08,1650.93
e_rphp055_04,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,30,796.57,760.33
e_rphp055_04,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,30,782.09,911.41
e_rphp065_04,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,186,755.43,768.71
e_rphp065_04,abcdsat_r18@default,lrat-check pending,lrat-check pending,9,7107.69,7280.76
e_rphp065_04,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,56,2205.06,2179.31
e_rphp065_04,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,56,2160.70,2192.18
e_rphp065_04,varisat@default,lrat-check pending,lrat-check pending,0,1174.65,1095.68
filter1_true-unreach-call.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,782,183.44,164.79
filter1_true-unreach-call.c,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,1607,53.39,48.06
filter1_true-unreach-call.c,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,4793,60.03,50.76
filter_iir_true-unreach-call.c,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,1544,462.82,443.41
filter_iir_true-unreach-call.c,Lingeling@default,lrat-check pending,lrat-check pending,951,187.31,184.79
filter_iir_true-unreach-call.c,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,1596,49.83,51.14
gto_p60c231_1,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,28,304.13,308.36
gto_p60c231_1,abcdsat_r18@default,lrat-check pending,lrat-check pending,3,1080.57,1069.02
gto_p60c231_1,cms55-main-all4fixed@glubreak,lrat-check pending,lrat-check pending,20,343.76,319.80
gto_p60c231_1,GHackCOMSPS_drup@ghack_drup,lrat-check pending,lrat-check pending,21,601.80,602.78
gto_p60c231_1,glucose-3.0_PADC_10@default,lrat-check pending,lrat-check pending,21,2149.96,2058.83
gto_p60c231_1,glucose-3.0_PADC_3@default,lrat-check pending,lrat-check pending,21,1956.34,2131.15
gto_p60c231_1,glucose3.0@proofs,lrat-check pending,lrat-check pending,21,1319.65,1236.64
gto_p60c231_1,glucose4.2.1@default,lrat-check pending,lrat-check pending,21,848.55,849.91
gto_p60c231_1,Glucose_Hack_Kiel_fastBVE@default,lrat-check pending,lrat-check pending,21,1592.13,1459.44
gto_p60c231_1,Lingeling@default,lrat-check pending,lrat-check pending,3,234.47,207.53
gto_p60c231_1,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,20,2828.30,2818.74
gto_p60c231_1,varisat@default,lrat-check pending,lrat-check pending,0,741.55,767.59
gto_p60c231,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,29,276.06,282.14
gto_p60c231,abcdsat_r18@default,lrat-check pending,lrat-check pending,3,1253.24,1237.69
gto_p60c231,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,20,432.26,453.84
gto_p60c231,glucose-3.0_PADC_10@default,lrat-check pending,lrat-check pending,21,1800.78,1917.34
gto_p60c231,glucose3.0@proofs,lrat-check pending,lrat-check pending,21,1328.51,1347.59
gto_p60c231,glucose4.2.1@default,lrat-check pending,lrat-check pending,21,499.41,537.13
gto_p60c231,Lingeling@default,lrat-check pending,lrat-check pending,3,194.28,184.51
gto_p60c231,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,20,2946.59,3129.70
gto_p60c231,smallsat@default,lrat-check pending,lrat-check pending,10,1496.92,1382.59
gto_p60c231,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,20,2967.05,2878.80
gto_p60c231,varisat@default,lrat-check pending,lrat-check pending,0,440.49,427.84
gto_p60c233,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,24,380.20,401.28
gto_p60c233,abcdsat_r18@default,lrat-check pending,lrat-check pending,6,1732.30,1683.44
gto_p60c233,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,20,435.04,453.64
gto_p60c233,glucose-3.0_PADC_10@default,lrat-check pending,lrat-check pending,21,3609.90,3609.63
gto_p60c233,glucose-3.0_PADC_3@default,lrat-check pending,lrat-check pending,21,3463.87,3416.37
gto_p60c233,glucose3.0@proofs,lrat-check pending,lrat-check pending,21,3917.79,4249.46
gto_p60c233,Lingeling@default,lrat-check pending,lrat-check pending,3,324.66,326.53
gto_p60c233,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,20,2674.13,2668.47
gto_p60c233,smallsat@default,lrat-check pending,lrat-check pending,3,2141.82,2159.02
gto_p60c233,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,20,2628.37,2658.91
gto_p60c234,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,21,920.41,845.91
gto_p60c234,abcdsat_r18@default,lrat-check pending,lrat-check pending,3,2579.89,2431.45
gto_p60c234,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,20,1162.42,1091.74
gto_p60c234,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,20,2043.21,1876.37
gto_p60c234,glucose-3.0_PADC_10@default,lrat-check pending,lrat-check pending,21,3997.56,3923.98
gto_p60c234,glucose-3.0_PADC_3@default,lrat-check pending,lrat-check pending,21,4979.68,5151.15
gto_p60c234,glucose3.0@proofs,lrat-check pending,lrat-check pending,21,3284.58,3318.96
gto_p60c234,Lingeling@default,lrat-check pending,lrat-check pending,3,348.09,313.99
gto_p60c234,smallsat@default,lrat-check pending,lrat-check pending,3,4301.93,4373.06
gto_p60c234,varisat@default,lrat-check pending,lrat-check pending,0,3615.99,3766.99
gto_p60c235,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,30,1187.99,1048.31
gto_p60c235,abcdsat_r18@default,lrat-check pending,lrat-check pending,10,3674.94,3415.68
gto_p60c235,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,20,1409.51,1218.10
gto_p60c235,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,20,1638.01,1752.41
gto_p60c235,Lingeling@default,lrat-check pending,lrat-check pending,3,589.03,689.96
gto_p60c235,smallsat@default,lrat-check pending,lrat-check pending,3,7307.16,7505.33
gto_p60c235,varisat@default,lrat-check pending,lrat-check pending,0,4475.37,3906.48
gto_p60c238,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,26,1627.99,1533.54
gto_p60c238,abcdsat_r18@default,lrat-check pending,lrat-check pending,3,4765.35,4872.83
gto_p60c238,Lingeling@default,lrat-check pending,lrat-check pending,3,766.99,771.65
gto_p60c238,smallsat@default,lrat-check pending,lrat-check pending,3,5189.14,5084.02
gto_p60c238,varisat@default,lrat-check pending,lrat-check pending,0,3277.72,3258.28
gto_p60c239,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,28,680.84,618.96
gto_p60c239,abcdsat_r18@default,lrat-check pending,lrat-check pending,5,1889.27,1942.41
gto_p60c239,cms55-main-all4fixed@autotune,lrat-check pending,lrat-check pending,25,487.18,489.84
gto_p60c239,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,25,615.29,619.22
gto_p60c239,GHackCOMSPS_drup@ghack_drup,lrat-check pending,lrat-check pending,27,656.36,651.42
gto_p60c239,glucose-3.0_PADC_3@default,lrat-check pending,lrat-check pending,27,1793.80,1813.09
gto_p60c239,glucose3.0@proofs,lrat-check pending,lrat-check pending,27,1742.75,1834.36
gto_p60c239,glucose4.2.1@default,lrat-check pending,lrat-check pending,27,1687.64,1729.68
gto_p60c239,Glucose_Hack_Kiel_fastBVE@default,lrat-check pending,lrat-check pending,27,912.57,968.71
gto_p60c239,Lingeling@default,lrat-check pending,lrat-check pending,4,590.71,627.63
gto_p60c239,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,43,6369.61,5999.04
gto_p60c239,smallsat@default,lrat-check pending,lrat-check pending,4,3028.86,2897.38
gto_p60c239,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,43,6439.94,6301.96
gto_p60c239,varisat@default,lrat-check pending,lrat-check pending,0,1047.00,1025.30
gto_p60c241,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,28,566.34,563.83
gto_p60c241,abcdsat_r18@default,lrat-check pending,lrat-check pending,4,2889.78,2762.55
gto_p60c241,cms55-main-all4fixed@glubreak,lrat-check pending,lrat-check pending,26,785.70,750.10
gto_p60c241,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,25,487.05,473.18
gto_p60c241,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,25,719.85,755.30
gto_p60c241,glucose-3.0_PADC_10@default,lrat-check pending,lrat-check pending,27,1326.40,1315.42
gto_p60c241,glucose3.0@proofs,lrat-check pending,lrat-check pending,27,1501.49,1522.63
gto_p60c241,Glucose_Hack_Kiel_fastBVE@default,lrat-check pending,lrat-check pending,27,1755.48,1880.18
gto_p60c241,Lingeling@default,lrat-check pending,lrat-check pending,4,387.29,396.47
gto_p60c241,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,24,6085.67,6434.84
gto_p60c241,smallsat@default,lrat-check pending,lrat-check pending,4,3667.33,3719.92
gto_p60c241,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,24,5975.62,6014.48
gto_p60c241,varisat@default,lrat-check pending,lrat-check pending,0,690.07,699.33
gto_p60c243,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,31,1267.88,1343.26
gto_p60c243,glucose-3.0_PADC_10@default,lrat-check pending,lrat-check pending,27,2387.54,2338.24
gto_p60c243,glucose-3.0_PADC_3@default,lrat-check pending,lrat-check pending,27,3720.07,3646.16
gto_p60c243,glucose3.0@proofs,lrat-check pending,lrat-check pending,27,2286.60,2323.85
gto_p60c243,Glucose_Hack_Kiel_fastBVE@default,lrat-check pending,lrat-check pending,27,5749.47,6321.05
gto_p60c243,Lingeling@default,lrat-check pending,lrat-check pending,4,1211.21,1146.19
gto_p60c243,smallsat@default,lrat-check pending,lrat-check pending,4,4428.38,4463.56
gto_p60c243,varisat@default,lrat-check pending,lrat-check pending,0,1416.99,1438.08
huck.col.11,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,0,10.89,10.59
huck.col.11,abcdsat_r18@default,lrat-check pending,lrat-check pending,0,866.80,820.74
huck.col.11,Candy@default,lrat-check pending,lrat-check pending,0,1207.29,1121.14
huck.col.11,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,0,105.64,113.59
huck.col.11,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,0,113.29,101.64
huck.col.11,COMiniSatPS_Pulsar_drup@drup,lrat-check pending,lrat-check pending,0,427.99,457.46
huck.col.11,expGlucose@default,lrat-check pending,lrat-check pending,0,958.94,991.89
huck.col.11,GHackCOMSPS_drup@ghack_drup,lrat-check pending,lrat-check pending,0,491.42,494.62
huck.col.11,glucose-3.0_PADC_10@default,lrat-check pending,lrat-check pending,0,1198.47,1260.38
huck.col.11,glucose-3.0_PADC_3@default,lrat-check pending,lrat-check pending,0,1433.04,1370.97
huck.col.11,glucose3.0@proofs,lrat-check pending,lrat-check pending,0,998.42,989.40
huck.col.11,glucose4.2.1@default,lrat-check pending,lrat-check pending,0,957.80,929.48
huck.col.11,Glucose_Hack_Kiel_fastBVE@default,lrat-check pending,lrat-check pending,0,1062.31,1029.47
huck.col.11,glu_mix@default,lrat-check pending,lrat-check pending,0,323.90,322.16
huck.col.11,Lingeling@default,lrat-check pending,lrat-check pending,0,51.10,52.06
huck.col.11,Maple_CM_Dist@default,lrat-check pending,lrat-check pending,0,470.01,470.01
huck.col.11,MapleCOMSPS_CHB_VSIDS_drup@CHB_VSIDS_drup,lrat-check pending,lrat-check pending,0,1896.64,1901.12
huck.col.11,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,lrat-check pending,lrat-check pending,0,261.39,269.77
huck.col.11,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,lrat-check pending,lrat-check pending,0,1040.66,984.25
huck.col.11,Maple_LCM+BCrestart_M1@default,lrat-check pending,lrat-check pending,0,428.84,457.55
huck.col.11,Maple_LCM_M1@default,lrat-check pending,lrat-check pending,0,428.64,426.22
huck.col.11,Maple_LCM_Scavel_200_fix2@default,lrat-check pending,lrat-check pending,0,433.86,374.06
huck.col.11,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,0,918.33,869.81
huck.col.11,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,0,924.04,908.31
mchess_15,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,4,428.77,367.18
mchess_15,abcdsat_r18@default,lrat-check pending,lrat-check pending,0,3460.32,3987.26
mchess_15,Candy@default,lrat-check pending,lrat-check pending,0,1264.45,1304.55
mchess_15,COMiniSatPS_Pulsar_drup@drup,lrat-check pending,lrat-check pending,0,661.82,589.11
mchess_15,Lingeling@default,lrat-check pending,lrat-check pending,0,1976.39,2060.41
mchess_15,Maple_CM_ordUIP+@default,lrat-check pending,lrat-check pending,0,3382.18,3767.32
mchess_15,Maple_CM_ordUIP@default,lrat-check pending,lrat-check pending,0,3295.78,3334.48
mchess_15,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,lrat-check pending,lrat-check pending,0,808.22,775.37
mchess_15,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,0,2971.70,3863.91
mchess_15,smallsat@default,lrat-check pending,lrat-check pending,0,2781.34,3105.77
mchess_15,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,0,2918.44,3254.02
mchess_15,varisat@default,lrat-check pending,lrat-check pending,0,1234.98,1156.68
mchess_16,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,0,270.17,268.30
mchess_16,glucose-3.0_PADC_10@default,lrat-check pending,lrat-check pending,0,7174.51,8092.51
mchess_16,Lingeling@default,lrat-check pending,lrat-check pending,0,3583.90,3823.85
mchess_16,varisat@default,lrat-check pending,lrat-check pending,0,1901.09,1827.27
mchess_17,abcdsat_r18@default,out of time,lrat-check pending,,20000.20,17697.94
mchess_18,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,25,638.75,671.61
Nb27T6,CaDiCaL@DONTUNZIP-fixed,lrat-check pending,lrat-check pending,1,492.40,482.66
Nb27T6,abcdsat_r18@default,lrat-check pending,lrat-check pending,3,857.30,845.34
Nb27T6,cms55-main-all4fixed@glubreak,lrat-check pending,lrat-check pending,0,889.81,810.37
Nb27T6,cms55-main-all4fixed@main,lrat-check pending,lrat-check pending,0,616.84,612.76
Nb27T6,cms55-main-all4fixed@otherconf,lrat-check pending,lrat-check pending,0,736.09,853.69
Nb27T6,COMiniSatPS_Pulsar_drup@drup,lrat-check pending,lrat-check pending,0,275.34,241.09
Nb27T6,expMC_LRB_VSIDS_Switch_2500@default,lrat-check pending,lrat-check pending,0,148.88,156.86
Nb27T6,Lingeling@default,lrat-check pending,lrat-check pending,0,952.99,968.20
Nb27T6,Maple_CM_Dist@default,lrat-check pending,lrat-check pending,0,288.17,371.72
Nb27T6,Maple_CM_ordUIP+@default,lrat-check pending,lrat-check pending,0,549.77,457.57
Nb27T6,Maple_CM_ordUIP@default,lrat-check pending,lrat-check pending,0,541.07,436.76
Nb27T6,Maple_LCM+BCrestart@default,lrat-check pending,lrat-check pending,0,427.66,466.37
Nb27T6,Maple_LCM+BCrestart_M1@default,lrat-check pending,lrat-check pending,0,261.46,209.84
Nb27T6,Maple_LCM_M1@default,lrat-check pending,lrat-check pending,0,215.31,202.82
Nb27T6,Maple_LCM_Scavel_200_fix2@default,lrat-check pending,lrat-check pending,0,698.65,694.10
Nb27T6,Maple_LCM_Scavel_fix2@default,lrat-check pending,lrat-check pending,0,773.12,781.14
Nb27T6,Minisat-v2.2.0-106-ge2dd095@simp_proof,lrat-check pending,lrat-check pending,0,698.08,841.66
Nb27T6,Riss7.1-fix@BVE_DRAT,lrat-check pending,lrat-check pending,907,1067.30,1048.39
Nb27T6,smallsat@default,lrat-check pending,lrat-check pending,0,780.10,745.24
Nb27T6,Sparrow2Riss-2018-fixfix@MAIN,lrat-check pending,lrat-check pending,907,1288.43,1012.50
