instance,solver,rate time,rate d-time,gratgen time,drat-trim time,rate space,rate d-space,gratgen space,drat-trim space
Nb29T6,Candy@default,565.84,448.60,505.17,604.66,350.0,349.8,504.4,373.8
Nb29T6,cms55-main-all4fixed@autotune,1281.79,1035.44,1000.06,1634.52,633.2,633.7,972.8,628.7
Nb29T6,cms55-main-all4fixed@glubreak,923.99,1069.45,941.30,1333.55,595.1,595.5,889.9,591.4
Nb29T6,cms55-main-all4fixed@main,1475.47,1405.25,1055.69,1447.60,619.3,618.8,936.7,615.4
Nb29T6,cms55-main-all4fixed@otherconf,1047.31,863.66,759.22,1261.84,589.6,588.7,880.7,584.0
Nb29T6,COMiniSatPS_Pulsar_drup@drup,161.46,158.59,158.42,222.40,428.0,428.0,652.1,422.2
Nb29T6,expMC_LRB_VSIDS_Switch_2500@default,157.82,171.02,157.96,221.03,428.3,428.6,653.6,422.6
Nb29T6,expMC_VSIDS_LRB_Switch_2500@default,374.80,365.08,370.42,477.78,575.2,575.1,854.1,571.9
Nb29T6,Lingeling@default,1255.76,1173.21,1106.89,1414.62,416.5,416.3,604.5,412.4
Nb29T6,Maple_CM_ordUIP+@default,514.63,501.95,548.03,925.16,507.4,507.4,758.9,502.0
Nb29T6,Maple_CM_ordUIP@default,488.73,477.02,401.50,620.18,507.3,507.3,758.9,502.1
Nb29T6,MapleCOMSPS_CHB_VSIDS_drup@CHB_VSIDS_drup,300.88,289.16,404.26,404.04,494.3,494.4,742.5,490.4
Nb29T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,304.00,273.43,237.48,347.60,487.7,487.5,736.3,485.3
Nb29T6,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,356.03,301.12,346.03,395.54,500.9,501.2,752.5,499.1
Nb29T6,Maple_LCM+BCrestart@default,244.72,309.63,240.05,347.60,444.7,445.1,676.4,440.6
Nb29T6,Maple_LCM+BCrestart_M1@default,220.18,263.39,209.45,303.25,433.0,432.8,658.7,426.5
Nb29T6,MapleLCMDistChronoBT@default,294.23,229.04,194.31,297.44,444.5,444.9,674.6,439.2
Nb29T6,Maple_LCM_M1@default,308.70,261.98,231.39,293.28,439.5,439.8,669.1,435.0
Nb29T6,Maple_LCM_Scavel_200_fix2@default,234.12,211.88,212.21,311.56,441.8,442.0,669.6,435.6
Nb29T6,Maple_LCM_Scavel_fix2@default,265.90,279.79,238.83,328.28,438.9,439.4,664.9,431.5
Nb29T6,Riss7.1-fix@BVE_DRAT,1499.21,1680.85,1364.03,2337.15,377.2,377.1,531.7,410.2
Nb29T6,smallsat@default,759.72,708.38,664.86,841.47,443.3,443.6,671.0,428.5
Nb29T6,Sparrow2Riss-2018-fixfix@MAIN,1364.45,1670.80,1444.20,2258.28,377.5,377.0,532.0,410.2
Nb37T6,CaDiCaL@DONTUNZIP-fixed,674.38,620.53,549.50,802.07,668.2,668.0,965.9,656.1
Nb37T6,abcdsat_r18@default,1993.06,1686.88,1564.57,2113.08,879.1,877.7,1338.8,840.2
Nb37T6,cms55-main-all4fixed@glubreak,1277.02,1250.88,1162.34,1592.84,1127.5,1127.8,1685.0,1099.0
Nb37T6,cms55-main-all4fixed@otherconf,1055.52,1108.99,982.81,1345.27,1108.4,1109.3,1659.1,1077.9
Nb37T6,COMiniSatPS_Pulsar_drup@drup,212.68,213.44,185.66,266.61,817.2,818.1,1251.9,801.6
Nb37T6,expMC_LRB_VSIDS_Switch@default,404.43,469.19,374.26,531.64,902.3,902.5,1372.1,893.2
Nb37T6,glucose-3.0_PADC_10@default,516.91,475.73,507.85,708.59,634.1,634.2,924.3,614.1
Nb37T6,Maple_CM_ordUIP+@default,472.05,471.23,503.99,650.50,867.6,867.7,1324.5,856.4
Nb37T6,Maple_CM_ordUIP@default,434.88,514.08,441.09,664.69,866.9,867.0,1321.9,854.4
Nb37T6,MapleCOMSPS_CHB_VSIDS_drup@CHB_VSIDS_drup,530.98,466.91,403.62,600.09,887.3,886.9,1346.3,875.3
Nb37T6,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,561.82,514.39,455.08,695.87,922.7,923.0,1400.1,911.0
Nb37T6,Maple_LCM+BCrestart@default,383.14,377.24,349.22,543.26,846.5,846.3,1295.8,834.3
Nb37T6,Maple_LCM+BCrestart_M1@default,425.82,385.13,366.02,527.43,849.6,849.4,1297.7,835.2
Nb37T6,MapleLCMDistChronoBT@default,499.29,509.04,473.46,691.34,883.2,882.4,1340.9,870.3
Nb37T6,Maple_LCM_M1@default,374.74,370.68,371.71,523.73,851.4,851.4,1299.5,835.9
Nb37T6,Maple_LCM_Scavel_200_fix2@default,370.19,404.07,367.89,505.43,859.1,858.3,1304.5,843.3
Nb37T6,Maple_LCM_Scavel_fix2@default,340.52,353.21,324.20,424.30,847.5,847.3,1290.1,831.8
Nb37T6,Minisat-v2.2.0-106-ge2dd095@simp_proof,1206.66,1197.95,1381.97,1746.88,705.0,704.8,991.6,682.6
Nb37T6,Riss7.1-fix@BVE_DRAT,2299.02,2479.74,2347.13,3605.08,647.1,646.7,924.6,645.4
Nb37T6,smallsat@default,1237.72,1309.30,1356.22,1564.66,862.7,864.1,1330.7,825.6
Nb37T6,Sparrow2Riss-2018-fixfix@MAIN,2587.50,2480.46,2376.19,3471.08,647.3,646.5,924.5,645.5
Nb39T6,CaDiCaL@DONTUNZIP-fixed,1154.66,1006.56,852.19,1148.03,796.6,795.5,1180.5,782.0
Nb39T6,cms55-main-all4fixed@autotune,1520.11,1357.46,1167.04,1576.98,1282.1,1281.7,1894.9,1255.9
Nb39T6,cms55-main-all4fixed@glubreak,1964.74,1901.00,1574.85,2252.83,1321.8,1325.4,2009.0,1303.8
Nb39T6,cms55-main-all4fixed@otherconf,1891.56,1710.27,1515.49,2157.55,1312.9,1313.6,2017.2,1285.4
Nb39T6,COMiniSatPS_Pulsar_drup@drup,305.44,291.80,259.21,356.39,957.6,958.1,1462.4,938.2
Nb39T6,expMC_LRB_VSIDS_Switch_2500@default,424.09,406.17,349.19,466.34,984.6,985.3,1497.8,964.0
Nb39T6,expMC_LRB_VSIDS_Switch@default,472.80,486.01,394.57,573.34,1031.0,1030.5,1559.1,1015.1
Nb39T6,expMC_VSIDS_LRB_Switch_2500@default,505.97,492.30,404.97,559.70,1039.9,1039.9,1578.1,1026.6
Nb39T6,glucose-3.0_PADC_10@default,1102.55,1020.28,904.54,1217.06,779.8,779.9,1160.1,757.8
Nb39T6,glucose4.2.1@default,622.46,600.05,481.40,650.65,735.2,735.0,1099.9,711.2
Nb39T6,Maple_CM@default,464.18,455.73,397.17,562.24,977.1,977.3,1483.3,955.4
Nb39T6,Maple_CM_Dist@default,516.89,473.68,452.71,630.52,975.2,975.6,1481.3,956.2
Nb39T6,Maple_CM_ordUIP+@default,578.11,536.44,462.46,712.67,1001.3,1001.5,1514.8,981.3
Nb39T6,Maple_CM_ordUIP@default,562.62,524.66,456.45,697.40,1000.2,1000.6,1513.8,983.9
Nb39T6,MapleCOMSPS_CHB_VSIDS_drup@CHB_VSIDS_drup,422.01,439.72,376.44,520.26,1001.9,1001.2,1516.6,983.2
Nb39T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,392.84,385.74,354.28,490.93,1007.0,1006.4,1527.8,988.4
Nb39T6,Maple_LCM+BCrestart@default,465.02,466.09,401.59,550.69,979.9,979.1,1488.0,959.8
Nb39T6,Maple_LCM+BCrestart_M1@default,436.34,418.47,356.02,532.37,973.4,973.8,1480.6,953.7
Nb39T6,MapleLCMDistChronoBT@default,329.37,316.95,287.32,407.73,973.1,973.6,1478.2,950.5
Nb39T6,Maple_LCM_M1@default,418.91,406.66,354.04,637.85,975.8,975.4,1484.9,954.7
Nb39T6,Maple_LCM_Scavel_200_fix2@default,448.58,503.73,446.41,598.11,1002.3,1002.3,1516.8,984.3
Nb39T6,Maple_LCM_Scavel_fix2@default,413.53,414.45,376.18,545.45,994.9,994.9,1505.9,974.6
Nb39T6,Riss7.1-fix@BVE_DRAT,1628.43,1618.86,1520.84,2147.67,703.7,703.7,993.9,695.3
Nb39T6,smallsat@default,1756.36,1982.61,1638.97,2310.83,1018.0,1017.9,1525.3,972.6
Nb39T6,Sparrow2Riss-2018-fixfix@MAIN,1561.29,1597.84,1437.58,1844.54,703.8,704.0,993.8,695.2
Nb42T6,CaDiCaL@DONTUNZIP-fixed,883.91,1153.03,915.04,1055.26,946.1,946.5,1394.4,925.0
Nb42T6,abcdsat_r18@default,2844.42,2937.32,2801.29,3719.51,1254.3,1256.4,1878.7,1205.7
Nb42T6,cms55-main-all4fixed@glubreak,1603.70,1806.03,1428.76,2047.30,1589.1,1587.4,2368.1,1547.4
Nb42T6,cms55-main-all4fixed@main,2333.10,2295.15,1703.39,2457.71,1614.3,1617.1,2408.7,1575.3
Nb42T6,COMiniSatPS_Pulsar_drup@drup,358.29,364.05,353.13,510.26,1186.9,1186.8,1792.0,1160.8
Nb42T6,expMC_LRB_VSIDS_Switch_2500@default,470.07,455.87,430.11,708.32,1213.4,1213.9,1830.9,1190.3
Nb42T6,expMC_LRB_VSIDS_Switch@default,535.21,514.37,514.40,659.35,1237.0,1237.6,1861.8,1214.3
Nb42T6,expMC_VSIDS_LRB_Switch_2500@default,493.52,466.50,525.27,621.41,1259.6,1259.2,1894.6,1234.8
Nb42T6,Maple_CM@default,437.41,442.22,493.68,579.71,1199.0,1199.3,1806.8,1170.6
Nb42T6,Maple_CM_Dist@default,435.44,418.36,443.52,514.67,1183.0,1182.6,1788.4,1155.1
Nb42T6,Maple_CM_ordUIP+@default,501.84,489.61,469.31,777.64,1241.2,1242.2,1869.1,1216.8
Nb42T6,Maple_CM_ordUIP@default,640.51,683.54,538.98,886.90,1267.3,1267.9,1907.6,1246.6
Nb42T6,MapleCOMSPS_CHB_VSIDS_drup@CHB_VSIDS_drup,768.13,869.65,734.89,912.33,1270.6,1270.6,1904.8,1249.0
Nb42T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,590.76,641.93,565.37,746.49,1265.2,1264.7,1902.6,1243.4
Nb42T6,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,615.61,656.46,593.67,775.45,1273.2,1271.0,1910.9,1252.7
Nb42T6,Maple_LCM+BCrestart_M1@default,422.75,397.90,411.89,555.33,1198.0,1198.2,1810.2,1171.2
Nb42T6,Maple_LCM_M1@default,498.32,498.02,471.53,666.00,1201.8,1201.7,1813.2,1171.4
Nb42T6,Maple_LCM_Scavel_fix2@default,463.71,470.66,480.16,620.60,1198.9,1199.0,1806.6,1171.6
Nb42T6,smallsat@default,2763.59,2787.03,2218.69,2882.91,1257.1,1257.3,1872.8,1205.7
Nb44T6,abcdsat_r18@default,3614.49,3821.93,3687.23,4354.88,1455.3,1455.3,2182.8,1387.0
Nb44T6,cms55-main-all4fixed@glubreak,1837.37,2275.87,1630.55,2453.34,1815.8,1816.8,2681.6,1792.0
Nb44T6,cms55-main-all4fixed@main,2002.13,2430.24,1872.94,2904.50,1831.8,1829.3,2673.8,1799.4
Nb44T6,cms55-main-all4fixed@otherconf,1838.91,2334.42,1848.67,2647.78,1827.0,1825.5,2706.5,1807.4
Nb44T6,expMC_LRB_VSIDS_Switch_2500@default,502.91,462.52,558.22,681.50,1371.6,1371.7,2129.9,1350.4
Nb44T6,expMC_VSIDS_LRB_Switch_2500@default,536.37,501.18,507.77,697.93,1423.7,1424.7,2199.2,1399.4
Nb44T6,Maple_CM@default,611.20,556.79,604.57,894.41,1382.4,1381.4,2136.9,1354.9
Nb44T6,Maple_CM_Dist@default,478.85,460.34,512.44,692.82,1363.7,1366.3,2113.8,1337.3
Nb44T6,Maple_CM_ordUIP@default,569.55,533.32,674.32,1005.29,1386.7,1387.8,2145.6,1359.3
Nb44T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,672.30,627.82,675.05,921.37,1440.9,1440.9,2219.1,1417.5
Nb44T6,Maple_LCM+BCrestart@default,468.16,422.73,527.61,759.84,1360.4,1360.2,2106.5,1332.0
Nb44T6,Maple_LCM+BCrestart_M1@default,733.64,669.30,672.52,1036.32,1399.7,1400.3,2160.1,1373.4
Nb44T6,MapleLCMDistChronoBT@default,450.60,426.68,439.98,568.37,1362.5,1362.8,2110.0,1332.0
Nb44T6,Maple_LCM_Scavel_200_fix2@default,625.83,598.17,621.19,831.81,1399.1,1398.6,2157.5,1375.2
Nb44T6,Maple_LCM_Scavel_fix2@default,526.02,518.89,692.99,918.47,1390.8,1391.0,2142.5,1361.4
Nb44T6,smallsat@default,3634.27,4054.70,3911.14,4434.39,1455.3,1456.4,2179.6,1389.5
Nb45T6,CaDiCaL@DONTUNZIP-fixed,1088.73,936.41,787.74,1060.74,1124.1,1124.3,1639.7,1098.1
Nb45T6,abcdsat_r18@default,3085.87,2964.07,2190.53,3183.10,1510.9,1515.1,2396.9,1452.1
Nb45T6,cms55-main-all4fixed@main,2859.05,2704.87,2048.54,3322.51,1947.6,1944.3,2980.4,1904.0
Nb45T6,COMiniSatPS_Pulsar_drup@drup,422.25,392.25,385.32,506.99,1427.5,1428.1,2206.6,1397.0
Nb45T6,expMC_LRB_VSIDS_Switch@default,705.97,835.30,535.54,805.50,1519.7,1519.1,2324.0,1491.6
Nb45T6,expMC_VSIDS_LRB_Switch_2500@default,843.15,613.06,576.12,770.16,1512.5,1512.7,2320.2,1488.3
Nb45T6,Maple_CM@default,487.05,508.15,445.15,561.96,1448.6,1447.5,2224.6,1417.9
Nb45T6,Maple_CM_ordUIP+@default,703.16,776.38,660.78,955.53,1499.6,1500.6,2297.5,1477.3
Nb45T6,Maple_CM_ordUIP@default,714.78,664.42,675.52,1009.50,1497.8,1496.6,2292.2,1470.1
Nb45T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,618.34,615.95,549.20,757.62,1507.7,1508.2,2309.1,1482.0
Nb45T6,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,616.04,609.24,551.13,757.67,1521.2,1521.1,2324.8,1495.5
Nb45T6,Maple_LCM+BCrestart@default,624.54,566.04,529.18,708.60,1472.4,1472.8,2254.9,1442.8
Nb45T6,Maple_LCM+BCrestart_M1@default,677.29,722.35,613.30,906.70,1475.7,1475.3,2260.2,1447.2
Nb45T6,Maple_LCM_Scavel_200_fix2@default,576.24,609.67,460.11,639.31,1475.1,1475.9,2254.9,1438.5
Nb45T6,Maple_LCM_Scavel_fix2@default,560.15,542.07,453.00,646.90,1473.5,1473.4,2251.9,1438.0
Nb45T6,smallsat@default,2832.26,2928.21,2378.07,3709.38,1515.2,1509.1,2417.6,1459.4
Nb49T6,CaDiCaL@DONTUNZIP-fixed,1515.55,1563.02,1444.60,2116.88,1454.8,1454.9,2190.5,1431.3
Nb49T6,abcdsat_r18@default,2731.76,2681.71,2492.86,3937.56,1939.8,1939.7,2938.3,1839.8
Nb49T6,expMC_LRB_VSIDS_Switch_2500@default,755.35,758.44,726.24,986.01,1913.4,1913.1,2906.5,1876.0
Nb49T6,expMC_VSIDS_LRB_Switch_2500@default,732.55,760.82,665.43,900.34,1912.0,1911.4,2906.5,1877.1
Nb49T6,Maple_CM@default,729.55,779.35,668.76,960.00,1883.0,1882.4,2860.7,1843.2
Nb49T6,Maple_CM_Dist@default,757.35,720.14,671.13,1068.41,1910.1,1909.2,2897.5,1869.0
Nb49T6,Maple_CM_ordUIP+@default,746.72,722.46,650.18,920.04,1904.0,1904.3,2891.4,1865.6
Nb49T6,Maple_CM_ordUIP@default,695.37,687.06,607.60,896.37,1898.5,1899.4,2880.9,1858.0
Nb49T6,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,847.06,832.22,835.68,1185.81,1946.7,1946.2,2948.4,1912.1
Nb49T6,Maple_LCM+BCrestart@default,656.54,666.40,640.16,981.38,1873.8,1873.1,2849.0,1830.3
Nb49T6,Maple_LCM+BCrestart_M1@default,687.96,638.04,590.70,826.95,1882.0,1882.1,2856.2,1835.6
Nb49T6,MapleLCMDistChronoBT@default,784.34,798.87,799.47,1092.07,1909.9,1909.5,2891.9,1872.7
Nb49T6,Maple_LCM_M1@default,820.75,797.34,791.02,1081.59,1909.6,1910.4,2900.5,1873.8
Nb49T6,Maple_LCM_Scavel_200_fix2@default,640.27,617.53,587.53,780.11,1871.1,1870.1,2836.4,1824.5
Nb49T6,Maple_LCM_Scavel_fix2@default,676.46,687.68,664.30,962.34,1862.1,1861.9,2832.9,1823.0
Nb49T6,smallsat@default,2581.10,2947.57,2564.61,3746.40,1930.4,1931.0,2961.5,1846.1
Nb51T6,COMiniSatPS_Pulsar_drup@drup,674.92,616.43,551.14,733.82,2052.2,2051.9,3122.3,2001.4
Nb51T6,expMC_LRB_VSIDS_Switch_2500@default,1012.10,908.66,766.46,1017.41,2121.4,2122.0,3212.0,2074.0
Nb51T6,expMC_LRB_VSIDS_Switch@default,997.68,858.89,829.87,1111.48,2138.6,2139.5,3246.3,2092.6
Nb51T6,Maple_CM@default,1099.48,960.23,873.38,1249.15,2125.3,2125.8,3223.4,2078.2
Nb51T6,Maple_CM_Dist@default,906.89,820.82,691.28,1015.00,2098.3,2098.5,3183.8,2045.5
Nb51T6,Maple_CM_ordUIP+@default,890.08,881.73,720.45,1034.36,2106.4,2107.2,3194.2,2054.1
Nb51T6,Maple_CM_ordUIP@default,956.79,778.78,737.32,1122.82,2113.2,2113.8,3197.3,2060.9
Nb51T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,910.91,827.89,800.91,1080.02,2143.5,2142.1,3250.6,2093.8
Nb51T6,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,962.14,844.30,854.35,1103.01,2160.5,2160.4,3271.9,2119.0
Nb51T6,Maple_LCM+BCrestart@default,1106.91,905.90,889.37,1218.50,2125.1,2126.6,3219.8,2075.1
Nb51T6,Maple_LCM+BCrestart_M1@default,983.69,837.88,816.63,1041.08,2112.0,2112.2,3203.3,2057.9
Nb51T6,MapleLCMDistChronoBT@default,869.02,797.20,747.38,1124.88,2116.0,2116.5,3204.3,2062.4
Nb51T6,Maple_LCM_M1@default,818.96,781.77,771.99,1002.27,2112.5,2112.0,3207.6,2064.4
Nb51T6,Maple_LCM_Scavel_fix2@default,774.93,658.29,704.34,859.01,2097.0,2096.7,3178.1,2043.5
Nb51T6,smallsat@default,12626.72,11217.01,11368.78,14531.49,2308.2,2319.1,3504.5,2209.4
Nb52T6,abcdsat_r18@default,4806.02,4353.90,4542.66,5651.38,2325.6,2326.3,3491.1,2216.4
Nb52T6,COMiniSatPS_Pulsar_drup@drup,774.40,717.37,668.28,872.32,2175.8,2177.5,3298.2,2123.3
Nb52T6,expMC_LRB_VSIDS_Switch_2500@default,883.26,823.36,810.11,1029.16,2233.6,2233.7,3386.6,2180.5
Nb52T6,expMC_LRB_VSIDS_Switch@default,958.81,915.93,872.10,1075.94,2266.8,2264.6,3434.9,2217.8
Nb52T6,expMC_VSIDS_LRB_Switch_2500@default,939.49,964.08,856.76,1126.33,2250.6,2250.7,3425.4,2197.0
Nb52T6,Maple_CM@default,924.40,948.49,858.61,1123.32,2225.2,2222.4,3367.1,2165.7
Nb52T6,Maple_CM_ordUIP+@default,877.34,772.32,735.34,1069.36,2233.6,2232.8,3383.0,2172.5
Nb52T6,Maple_CM_ordUIP@default,828.53,901.89,794.96,1094.99,2232.9,2232.9,3382.9,2174.2
Nb52T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,805.13,817.45,735.66,928.57,2231.1,2231.3,3382.2,2175.6
Nb52T6,Maple_LCM+BCrestart@default,746.05,693.08,704.10,959.19,2191.4,2191.9,3326.9,2132.2
Nb52T6,Maple_LCM+BCrestart_M1@default,782.02,717.09,739.43,931.35,2195.0,2195.0,3326.3,2140.8
Nb52T6,MapleLCMDistChronoBT@default,925.12,908.63,932.08,1306.01,2250.5,2249.4,3412.1,2206.1
Nb52T6,Maple_LCM_M1@default,849.98,852.62,845.97,1117.84,2218.4,2217.3,3358.8,2159.2
Nb52T6,Maple_LCM_Scavel_200_fix2@default,755.29,752.99,756.13,1041.66,2214.5,2213.5,3357.1,2158.9
Nb52T6,Maple_LCM_Scavel_fix2@default,759.83,715.86,693.49,985.03,2222.6,2218.7,3360.9,2164.6
Nb52T6,smallsat@default,4521.38,4326.29,4346.04,7533.51,2317.9,2328.4,3471.3,2216.0
Nb54T6,abcdsat_r18@default,5039.29,4735.26,4129.89,7759.11,2558.1,2556.6,3839.9,2467.5
Nb54T6,COMiniSatPS_Pulsar_drup@drup,839.01,814.83,841.04,1031.71,2426.4,2426.3,3733.5,2400.2
Nb54T6,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,981.29,1001.61,945.45,1368.60,2509.5,2510.4,3939.3,2467.8
Nb54T6,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,889.09,899.97,888.77,1128.89,2480.5,2481.0,3801.6,2461.7
Nb54T6,Maple_LCM+BCrestart@default,982.68,966.04,936.26,1256.03,2477.2,2479.2,3758.4,2430.5
Nb54T6,MapleLCMDistChronoBT@default,1020.11,1091.92,1050.94,1311.08,2473.0,2472.7,3781.8,2444.9
Nb54T6,Maple_LCM_M1@default,1049.74,1082.92,1067.12,1497.02,2462.7,2463.2,3777.4,2438.5
Nb54T6,smallsat@default,4495.61,4609.44,4201.68,5235.74,2573.1,2547.0,3837.4,2462.1
newton_3_4_true-unreach-call.i,Lingeling@default,101.23,100.73,86.55,95.74,280.4,280.4,429.8,285.8
newton_3_4_true-unreach-call.i,Riss7.1-fix@BVE_DRAT,40.83,42.90,38.12,43.48,190.2,190.5,246.9,192.8
newton_3_4_true-unreach-call.i,Sparrow2Riss-2018-fixfix@MAIN,43.21,42.37,37.18,42.92,190.3,190.3,241.7,192.7
newton_3_4_true-unreach-call.i,varisat@default,116.76,119.65,139.91,166.90,596.2,596.3,1040.7,592.7
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,CaDiCaL@DONTUNZIP-fixed,3522.68,5487.52,1312.29,2550.34,749.1,749.3,1334.3,744.4
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,abcdsat_r18@default,10476.20,12015.74,3646.80,6250.95,1035.3,1035.1,1917.2,1061.8
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,Lingeling@default,9657.31,11732.30,4211.39,6889.89,977.1,977.3,1791.7,993.3
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,Riss7.1-fix@BVE_DRAT,2486.90,4126.08,1404.90,2485.85,481.2,464.0,781.1,453.8
pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,Sparrow2Riss-2018-fixfix@MAIN,2548.76,4223.39,1313.04,2240.30,481.6,464.1,771.1,453.8
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,CaDiCaL@DONTUNZIP-fixed,487.39,756.27,182.23,376.15,187.8,187.7,223.8,177.2
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,abcdsat_r18@default,1909.40,2084.58,836.39,1632.10,208.2,208.2,295.6,195.2
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,Lingeling@default,670.54,562.72,240.73,391.79,188.2,188.4,244.2,175.2
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,Riss7.1-fix@BVE_DRAT,1257.05,1800.76,777.10,1461.27,245.6,245.7,341.8,232.7
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,smallsat@default,1385.54,1470.25,642.30,1444.94,230.1,229.9,319.7,217.2
pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,Sparrow2Riss-2018-fixfix@MAIN,1211.38,1624.92,805.89,1575.60,245.5,245.6,326.8,232.6
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,CaDiCaL@DONTUNZIP-fixed,1654.86,1962.52,730.42,1664.58,343.1,343.0,534.8,326.1
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,abcdsat_r18@default,16552.51,12369.68,6406.80,12387.27,1074.7,1074.4,1938.2,1067.3
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,Lingeling@default,2000.10,3159.31,1202.92,2008.01,410.7,410.9,631.6,392.7
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,Riss7.1-fix@BVE_DRAT,4321.29,4590.17,2886.94,3714.99,482.9,482.8,780.2,472.4
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,smallsat@default,6389.58,4838.94,2192.10,4124.40,378.6,378.5,594.2,361.6
pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c,Sparrow2Riss-2018-fixfix@MAIN,3096.93,3376.98,1716.22,2987.91,449.3,449.3,697.8,432.8
prime_119218851371,CaDiCaL@DONTUNZIP-fixed,218.56,269.95,198.72,336.51,140.2,140.3,147.8,135.4
prime_119218851371,abcdsat_r18@default,610.73,597.99,560.74,753.23,297.5,297.5,425.3,282.1
prime_119218851371,Lingeling@default,492.17,567.30,450.02,584.81,181.1,181.2,218.7,173.5
prime_119218851371,Riss7.1-fix@BVE_DRAT,446.90,471.63,391.54,619.99,149.8,149.5,167.0,146.2
prime_119218851371,smallsat@default,915.47,909.06,906.83,1290.47,367.1,367.1,551.0,348.0
prime_119218851371,varisat@default,931.19,889.03,767.05,1053.37,233.4,233.4,327.5,224.0
prime_200560490131,CaDiCaL@DONTUNZIP-fixed,664.80,688.98,582.00,837.03,227.4,227.4,320.2,216.1
prime_200560490131,abcdsat_r18@default,1546.27,2312.16,2251.68,2195.27,564.1,564.2,918.6,539.4
prime_200560490131,Lingeling@default,476.27,466.10,386.64,608.10,182.8,182.8,242.1,171.9
prime_200560490131,smallsat@default,1521.54,2129.04,1405.34,2205.53,530.5,530.5,870.3,506.2
prime_200560490131,Sparrow2Riss-2018-fixfix@MAIN,642.84,617.26,513.01,739.62,177.1,177.0,238.1,170.5
prime_200560490131,varisat@default,1688.55,2794.94,1595.90,2013.68,427.6,427.6,696.0,413.3
Problem14_label19_true-unreach-call.c,CaDiCaL@DONTUNZIP-fixed,3559.16,2192.47,68.48,1020.77,806.8,744.1,1122.7,710.3
Problem14_label19_true-unreach-call.c,abcdsat_r18@default,2209.84,2058.21,168.44,723.66,1014.9,900.3,1402.5,842.7
Problem14_label19_true-unreach-call.c,Lingeling@default,622.57,428.87,55.04,115.10,570.7,564.2,812.3,513.1
