instance,solver,rate time,rate d-time,gratgen time,drat-trim time,rate space,rate d-space,gratgen space,drat-trim space
Problem14_label19_true-unreach-call.c,Riss7.1-fix@BVE_DRAT,4215.10,1236.09,108.03,396.07,1201.5,773.8,1216.9,752.8
Problem14_label19_true-unreach-call.c,smallsat@default,576.57,464.73,79.19,201.24,1009.3,1005.9,1522.5,943.4
Problem14_label19_true-unreach-call.c,Sparrow2Riss-2018-fixfix@MAIN,4391.54,1570.86,125.16,587.82,1106.7,841.4,1305.4,822.3
Problem14_label20_true-unreach-call.c,CaDiCaL@DONTUNZIP-fixed,3567.78,47.22,40.97,30.59,738.1,707.2,978.9,665.1
Problem14_label20_true-unreach-call.c,abcdsat_r18@default,1042.31,1297.54,95.58,578.44,1237.1,1231.2,1801.4,1146.9
Problem14_label20_true-unreach-call.c,cms55-main-all4fixed@autotune,144.53,24.83,31.14,20.06,686.2,685.9,937.0,643.3
Problem14_label20_true-unreach-call.c,cms55-main-all4fixed@glubreak,131.54,26.93,27.89,20.72,686.3,686.1,936.7,643.6
Problem14_label20_true-unreach-call.c,cms55-main-all4fixed@main,134.08,29.99,31.76,23.36,686.3,685.9,936.9,643.4
Problem14_label20_true-unreach-call.c,cms55-main-all4fixed@otherconf,140.38,26.87,31.80,22.56,686.0,685.9,936.9,643.3
Problem14_label20_true-unreach-call.c,COMiniSatPS_Pulsar_drup@drup,2270.04,670.75,91.41,299.91,1412.0,1383.5,2219.3,1337.1
Problem14_label20_true-unreach-call.c,expGlucose@default,26.75,21.92,30.28,20.29,673.3,668.5,922.3,638.8
Problem14_label20_true-unreach-call.c,expMC_LRB_VSIDS_Switch_2500@default,2227.62,1092.72,106.23,322.36,1412.3,1383.4,2185.4,1337.5
Problem14_label20_true-unreach-call.c,expMC_LRB_VSIDS_Switch@default,2572.84,838.45,129.93,317.87,1411.3,1382.4,2219.6,1337.1
Problem14_label20_true-unreach-call.c,expMC_VSIDS_LRB_Switch_2500@default,2662.45,859.66,93.81,314.37,1411.2,1382.7,2219.5,1337.1
Problem14_label20_true-unreach-call.c,GHackCOMSPS_drup@ghack_drup,4108.88,545.43,62.72,282.58,957.5,876.3,1363.3,857.9
Problem14_label20_true-unreach-call.c,glucose-3.0_PADC_10@default,27.55,28.05,36.84,24.90,673.8,669.3,924.4,639.1
Problem14_label20_true-unreach-call.c,glucose-3.0_PADC_3@default,25.67,25.95,28.52,24.03,673.7,669.2,924.4,639.1
Problem14_label20_true-unreach-call.c,glucose3.0@proofs,27.73,29.05,36.90,22.17,673.9,669.2,924.4,639.1
Problem14_label20_true-unreach-call.c,glucose4.2.1@default,2197.86,33.75,29.37,23.42,702.2,672.2,936.5,645.2
Problem14_label20_true-unreach-call.c,Glucose_Hack_Kiel_fastBVE@default,25.65,26.24,30.95,23.51,674.0,669.3,924.4,639.1
Problem14_label20_true-unreach-call.c,gluHack@default,25.40,23.02,30.90,23.29,673.1,668.8,922.0,639.5
Problem14_label20_true-unreach-call.c,glu_mix@default,29.26,25.97,28.46,23.95,673.8,669.2,924.4,639.1
Problem14_label20_true-unreach-call.c,Lingeling@default,163.27,61.19,36.98,36.36,748.8,741.1,1077.2,704.4
Problem14_label20_true-unreach-call.c,MapleCOMSPS_CHB_VSIDS_drup@CHB_VSIDS_drup,2477.14,826.53,114.09,262.25,1411.3,1382.7,2219.6,1337.1
Problem14_label20_true-unreach-call.c,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,2838.81,831.49,119.92,350.10,1411.9,1383.2,2185.5,1337.6
Problem14_label20_true-unreach-call.c,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,2428.81,810.01,105.61,265.47,1411.3,1382.5,2219.6,1337.1
Problem14_label20_true-unreach-call.c,Maple_LCM+BCrestart@default,2358.82,736.50,93.11,351.01,1412.2,1383.4,2185.4,1337.5
Problem14_label20_true-unreach-call.c,Maple_LCM+BCrestart_M1@default,2334.89,704.25,98.34,250.33,1412.0,1383.2,2185.2,1337.3
Problem14_label20_true-unreach-call.c,Maple_LCM_M1@default,2170.38,667.38,89.97,459.53,1411.7,1383.2,2185.2,1337.4
Problem14_label20_true-unreach-call.c,Minisat-v2.2.0-106-ge2dd095@simp_proof,3035.44,485.81,47.11,164.20,954.4,873.5,1356.8,855.3
Problem14_label20_true-unreach-call.c,Riss7.1-fix@BVE_DRAT,3421.19,461.62,110.09,231.60,1219.0,1176.6,1793.0,1138.8
Problem14_label20_true-unreach-call.c,smallsat@default,747.88,784.66,100.98,255.58,1461.7,1456.6,2238.2,1368.2
Problem14_label20_true-unreach-call.c,Sparrow2Riss-2018-fixfix@MAIN,3236.43,471.78,180.53,347.54,1219.0,1176.8,1793.0,1138.8
Problem14_label20_true-unreach-call.c,varisat@default,27.30,22.71,26.14,18.86,664.3,660.0,903.8,626.4
Problem14_label48_true-unreach-call.c,CaDiCaL@DONTUNZIP-fixed,6259.24,4068.60,121.70,1700.14,1168.3,1133.1,1683.2,1085.6
Problem14_label48_true-unreach-call.c,cms55-main-all4fixed@glubreak,7155.71,6542.33,279.47,1932.60,1543.8,1502.7,2381.9,1453.5
Problem14_label48_true-unreach-call.c,cms55-main-all4fixed@otherconf,355.52,254.13,68.55,130.01,727.8,726.2,994.8,658.2
Problem14_label48_true-unreach-call.c,Lingeling@default,2922.22,2222.33,123.46,886.58,968.7,959.6,1408.0,898.5
Problem14_label48_true-unreach-call.c,Riss7.1-fix@BVE_DRAT,4835.33,3113.14,171.00,1054.97,1068.6,1025.8,1580.0,990.2
Problem14_label48_true-unreach-call.c,smallsat@default,5396.78,4857.41,278.62,1831.14,1797.6,1792.4,2924.7,1698.5
Problem14_label48_true-unreach-call.c,varisat@default,226.75,206.04,75.01,115.15,705.1,700.8,954.8,642.2
Problem14_label55_true-unreach-call.c,CaDiCaL@DONTUNZIP-fixed,4720.26,2199.09,71.76,819.49,1055.6,1020.8,1527.9,980.2
Problem14_label55_true-unreach-call.c,Lingeling@default,366.98,220.96,48.51,78.68,766.3,760.2,1091.1,706.2
Problem14_label55_true-unreach-call.c,Riss7.1-fix@BVE_DRAT,3844.53,1534.86,134.98,527.75,1204.2,1161.8,1749.8,1124.3
Problem14_label55_true-unreach-call.c,smallsat@default,2104.90,2299.93,135.98,818.47,1569.4,1564.2,2536.0,1471.0
Problem14_label55_true-unreach-call.c,varisat@default,72.99,67.36,43.97,45.68,686.4,682.2,933.1,629.7
quadratic_loose_error.c,CaDiCaL@DONTUNZIP-fixed,728.64,783.40,576.93,614.53,883.1,882.9,1587.3,871.6
quadratic_loose_error.c,abcdsat_r18@default,658.14,662.65,554.79,668.80,706.0,706.0,1284.0,694.3
quadratic_loose_error.c,Lingeling@default,50.05,55.28,25.72,53.55,143.1,142.9,159.2,132.6
quadratic_loose_error.c,smallsat@default,218.44,202.18,138.75,175.34,231.4,231.3,352.9,228.0
quadratic_tight_error.c,CaDiCaL@DONTUNZIP-fixed,1044.77,1400.19,1156.11,1120.34,1007.9,1007.8,1854.5,985.4
quadratic_tight_error.c,abcdsat_r18@default,3477.80,2733.84,1725.14,2431.40,1198.7,1198.9,2271.5,1199.9
quadratic_tight_error.c,Lingeling@default,132.32,167.80,81.54,108.98,196.6,196.6,254.6,184.6
queen12_12.col.12,CaDiCaL@DONTUNZIP-fixed,33.82,35.82,34.00,44.44,104.2,104.2,93.5,110.2
queen12_12.col.12,abcdsat_r18@default,2340.28,2393.98,2746.04,3421.47,1529.5,1529.5,2836.7,1509.5
queen12_12.col.12,cms55-main-all4fixed@autotune,507.22,513.16,541.72,668.64,507.1,507.0,853.3,489.7
queen12_12.col.12,expMC_VSIDS_LRB_Switch_2500@default,13046.95,14813.80,11420.71,15773.41,3130.5,3130.3,5921.0,3229.5
queen12_12.col.12,Maple_CM_Dist@default,7233.88,6804.74,5972.83,10006.55,1353.5,1353.5,2477.6,1409.2
queen12_12.col.12,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,9449.26,8898.13,7717.42,11922.96,2338.7,2338.7,4373.4,2431.1
queen12_12.col.12,Maple_LCM+BCrestart_M1@default,11562.29,11189.69,10760.34,13429.03,1424.1,1424.0,2613.7,1506.8
queen13_13.col.13,MapleLCMDistChronoBT@default,2158.59,2085.64,2176.03,2770.41,732.1,732.2,1265.9,737.6
queen8_12.col.12,CaDiCaL@DONTUNZIP-fixed,19.77,21.04,24.76,31.33,93.4,93.3,75.8,100.5
queen8_12.col.12,abcdsat_r18@default,610.51,538.06,634.44,812.62,992.9,992.9,1792.0,974.4
queen8_12.col.12,cms55-main-all4fixed@glubreak,497.31,457.04,460.65,576.23,1054.0,1054.0,1923.4,1041.3
queen8_12.col.12,expMC_LRB_VSIDS_Switch@default,680.55,673.91,653.27,912.34,572.1,572.0,950.7,553.6
queen8_12.col.12,expMC_VSIDS_LRB_Switch_2500@default,1929.60,2378.41,1829.13,2450.99,1533.1,1533.0,2861.1,1513.1
queen8_12.col.12,GHackCOMSPS_drup@ghack_drup,8441.05,10410.74,9480.54,8958.15,4737.6,4737.5,9061.1,4996.5
queen8_12.col.12,Lingeling@default,425.07,393.08,321.82,386.23,2053.8,2053.6,3825.1,2032.8
queen8_12.col.12,Maple_CM@default,891.70,926.55,1013.26,1340.05,428.0,427.9,690.7,411.9
queen8_12.col.12,Maple_CM_ordUIP+@default,915.50,951.00,907.89,1375.20,428.1,428.1,681.5,412.0
queen8_12.col.12,Maple_CM_ordUIP@default,901.67,912.68,920.45,1225.38,427.9,428.0,678.8,412.0
queen8_12.col.12,MapleCOMSPS_LRB_VSIDS_2_fix@LRB_VSIDS_2_drup,364.19,385.16,395.59,528.76,374.9,374.9,590.5,360.5
queen8_12.col.12,MapleCOMSPS_LRB_VSIDS_drup@LRB_VSIDS_drup,1063.82,1040.14,1007.50,1423.25,718.2,718.3,1224.8,713.0
queen8_12.col.12,Maple_LCM+BCrestart_M1@default,664.16,663.73,710.51,1030.35,350.4,350.5,553.6,336.7
queen8_12.col.12,smallsat@default,1160.05,1189.64,1102.54,1545.83,1315.9,1315.8,2388.5,1295.4
school1_nsh.col.14,CaDiCaL@DONTUNZIP-fixed,6764.45,6449.71,5369.67,8638.48,2196.3,2196.3,4130.1,2270.0
sdiv15prop,CaDiCaL@DONTUNZIP-fixed,1260.97,1269.30,1440.04,1578.02,330.7,330.9,496.3,314.8
sdiv15prop,abcdsat_r18@default,2119.28,2080.72,1828.16,2852.37,518.6,518.8,852.8,515.8
sdiv15prop,Riss7.1-fix@BVE_DRAT,4097.12,3618.26,3596.00,5414.92,438.7,438.9,698.4,434.1
sdiv15prop,smallsat@default,2893.50,3041.50,2468.03,3821.11,530.5,530.3,875.1,526.9
sdiv15prop,Sparrow2Riss-2018-fixfix@MAIN,4116.81,3748.73,3405.15,5175.74,438.8,438.8,667.7,434.0
sdiv15prop,varisat@default,7787.78,7116.04,6652.12,8408.66,1092.4,1092.5,1949.0,1085.2
sdiv16prop,CaDiCaL@DONTUNZIP-fixed,4390.60,4065.46,3526.35,4700.60,595.4,595.5,982.8,604.7
sdiv16prop,abcdsat_r18@default,5439.60,4491.89,4189.19,5316.28,822.2,822.1,1422.2,815.6
sdiv16prop,Lingeling@default,5101.97,3437.40,3397.71,4489.70,622.4,622.3,1055.4,627.2
sdiv17prop,CaDiCaL@DONTUNZIP-fixed,12152.03,9972.53,9647.20,14234.30,1194.0,1193.8,2187.0,1210.4
sdiv17prop,Lingeling@default,15328.65,12457.79,11369.34,15516.71,1261.3,1261.4,2282.5,1294.4
sdiv17prop,smallsat@default,11556.49,11742.40,14927.98,17016.69,1683.6,1683.7,2977.5,1722.6
T103.2.0,CaDiCaL@DONTUNZIP-fixed,908.36,993.26,856.95,1096.99,2023.9,2021.8,3008.0,1854.2
T103.2.0,Lingeling@default,223.33,229.63,250.74,239.90,1686.0,1685.8,2483.9,1541.6
T103.2.0,varisat@default,174.56,176.86,172.84,176.04,1210.1,1209.8,1547.6,1056.8
T105.2.0,CaDiCaL@DONTUNZIP-fixed,1184.50,1141.69,890.24,938.88,4409.6,3555.8,5641.1,3378.6
T105.2.0,Lingeling@default,607.19,643.32,743.18,543.37,1330.5,1329.4,1792.0,1190.6
T105.2.0,smallsat@default,1438.55,1516.80,731.37,1236.49,2685.0,2684.9,3922.6,2462.3
T107.2.0,CaDiCaL@DONTUNZIP-fixed,1164.91,917.95,779.06,936.99,3106.4,2992.2,4500.0,2808.3
T107.2.0,Lingeling@default,754.83,624.60,586.29,668.47,1774.4,1774.4,2623.3,1634.6
T107.2.0,smallsat@default,2065.41,2296.88,1338.27,1973.80,2732.0,2731.5,3955.5,2505.2
T107.2.0,varisat@default,272.02,296.85,279.59,341.79,1266.7,1266.4,1609.8,1110.5
T116.2.0,CaDiCaL@DONTUNZIP-fixed,1401.60,1478.40,1538.75,1689.52,1867.9,1866.1,2790.4,1714.2
T116.2.0,Lingeling@default,1039.49,1188.50,1129.73,1407.94,1648.7,1648.4,2452.4,1505.2
T116.2.0,smallsat@default,949.48,1166.31,606.74,750.70,2625.0,2594.3,3784.2,2393.3
T116.2.0,Sparrow2Riss-2018-fixfix@MAIN,393.81,361.04,380.75,433.20,1680.1,1678.8,2518.1,1529.3
T116.2.0,varisat@default,106.96,118.82,129.83,133.00,1184.2,1184.3,1517.6,1032.6
T117.2.0,CaDiCaL@DONTUNZIP-fixed,970.47,864.14,731.38,857.98,3511.2,2615.2,3774.5,2446.2
T117.2.0,Lingeling@default,742.21,749.51,881.69,450.25,1655.9,1656.1,2393.7,1512.1
T117.2.0,Riss7.1-fix@BVE_DRAT,338.54,320.40,286.74,350.01,1325.5,1321.3,1820.2,1163.7
T117.2.0,smallsat@default,2123.10,2041.21,895.80,1515.52,2731.4,2731.0,3948.1,2496.0
T117.2.0,varisat@default,157.06,162.44,149.30,165.54,1188.9,1189.0,1525.7,1035.3
T122.2.0,CaDiCaL@DONTUNZIP-fixed,942.66,1012.67,902.66,1074.35,2458.2,2455.6,3490.2,2281.6
T122.2.0,Lingeling@default,1088.80,1083.63,1238.53,1289.65,1800.7,1799.6,2599.3,1667.1
T122.2.0,smallsat@default,2266.64,2517.15,1341.08,1929.57,2720.6,2719.4,3983.5,2490.9
T125.2.0,CaDiCaL@DONTUNZIP-fixed,872.20,1017.25,775.21,885.40,3814.0,3812.2,6083.9,3621.5
T125.2.0,Lingeling@default,754.23,895.52,828.64,1072.85,1690.5,1690.1,2514.1,1549.8
T125.2.0,smallsat@default,3587.61,3580.75,1826.32,2858.73,2827.0,2823.9,4140.7,2603.3
T125.2.0,varisat@default,201.40,227.46,210.24,223.48,1228.2,1228.1,1569.3,1071.7
T129.2.0,CaDiCaL@DONTUNZIP-fixed,1499.63,1448.80,1015.10,1212.75,5672.3,4869.7,8159.0,4673.4
T129.2.0,Riss7.1-fix@BVE_DRAT,421.70,198.14,169.80,193.16,2243.2,1294.9,1720.9,1140.1
T129.2.0,smallsat@default,2496.10,4312.90,1454.36,2270.28,2782.2,2781.5,4066.9,2553.5
T129.2.0,varisat@default,186.31,187.83,202.51,224.61,1238.8,1239.1,1582.7,1083.4
T56.2.0,CaDiCaL@DONTUNZIP-fixed,987.06,914.50,835.12,887.99,2981.4,2079.4,3117.8,1900.9
T56.2.0,Lingeling@default,954.81,1000.22,855.24,679.00,1285.7,1284.9,1681.5,1129.8
T56.2.0,smallsat@default,2048.06,1503.41,1003.72,1554.30,2695.2,2694.4,3875.8,2462.6
T56.2.0,Sparrow2Riss-2018-fixfix@MAIN,294.50,320.47,284.71,295.85,1733.5,1732.1,2539.4,1580.9
T56.2.0,varisat@default,172.83,193.67,188.18,178.93,1194.7,1194.6,1530.5,1038.8
T62.2.0,CaDiCaL@DONTUNZIP-fixed,922.73,1132.30,888.26,1019.32,2098.5,2096.6,3088.3,1928.0
T62.2.0,Lingeling@default,483.39,568.87,603.03,715.50,1303.0,1302.9,1691.1,1136.6
T62.2.0,Riss7.1-fix@BVE_DRAT,2166.94,2617.76,1757.82,1962.46,1548.4,1541.8,2169.9,1401.6
T62.2.0,smallsat@default,2155.76,2747.32,1487.25,1918.83,3218.3,3217.9,4911.4,2985.8
T77.2.0,CaDiCaL@DONTUNZIP-fixed,1191.07,1315.31,1289.83,1494.04,1973.4,1971.4,2907.3,1813.7
T77.2.0,Lingeling@default,852.56,905.02,938.41,1495.06,1650.5,1650.0,2394.0,1513.6
T77.2.0,Sparrow2Riss-2018-fixfix@MAIN,311.61,374.11,354.50,360.66,1817.2,1815.9,2677.1,1666.0
T77.2.0,varisat@default,222.37,288.64,277.67,325.07,1191.1,1191.0,1530.1,1037.4
T82.2.0,CaDiCaL@DONTUNZIP-fixed,1248.66,1176.20,1048.53,1253.18,2472.0,2469.5,3508.8,2293.6
T82.2.0,Lingeling@default,244.13,251.71,274.53,314.86,1276.1,1275.9,1668.3,1118.0
T82.2.0,smallsat@default,1606.31,1491.58,836.94,1244.73,2663.6,2663.2,3831.4,2435.1
T82.2.0,varisat@default,241.06,257.51,278.06,287.26,1246.9,1247.1,1593.8,1090.4
T84.2.0,CaDiCaL@DONTUNZIP-fixed,1731.34,1305.50,1183.90,1320.05,2495.5,2493.2,3560.0,2314.2
T84.2.0,Lingeling@default,571.73,552.87,553.68,706.27,1274.3,1273.3,1661.7,1118.4
T86.2.0,CaDiCaL@DONTUNZIP-fixed,1003.22,978.17,901.50,980.96,3110.9,2985.6,4431.7,2787.8
T86.2.0,Lingeling@default,257.06,256.63,265.41,278.89,1695.6,1695.2,2442.2,1554.4
T86.2.0,smallsat@default,1936.79,1817.30,1046.40,1460.27,2715.1,2718.2,3939.3,2491.9
T86.2.0,varisat@default,232.99,233.16,226.16,238.19,1215.3,1215.2,1558.1,1059.3
T87.2.0,CaDiCaL@DONTUNZIP-fixed,790.44,646.22,591.31,663.23,2502.0,2499.7,3658.1,2311.5
T87.2.0,Lingeling@default,590.40,576.30,645.65,679.94,1320.5,1319.4,1734.5,1167.4
T87.2.0,smallsat@default,2371.71,2138.77,1370.92,2178.96,2818.1,2812.8,4109.3,2584.4
T87.2.0,varisat@default,253.92,263.24,244.86,253.08,1245.4,1245.6,1591.7,1088.2
T90.2.0,CaDiCaL@DONTUNZIP-fixed,1533.91,1512.63,1316.98,1430.24,3709.2,2492.5,3584.7,2329.0
T90.2.0,Lingeling@default,680.07,682.29,895.11,937.73,1675.8,1675.7,2422.4,1536.6
T90.2.0,smallsat@default,2842.55,2662.02,1387.52,2038.97,2792.2,2791.7,4074.7,2561.5
T92.2.0,Lingeling@default,834.44,939.02,874.99,1064.49,1760.1,1759.9,2612.9,1617.5
T92.2.0,smallsat@default,4080.78,3888.51,2521.76,3805.46,2741.8,2740.8,3961.3,2510.5
T92.2.0,varisat@default,187.33,192.08,170.65,193.26,1194.9,1195.0,1532.8,1040.1
T93.2.0,Lingeling@default,664.56,686.08,781.52,1507.61,1321.9,1319.7,1730.5,1164.6
T93.2.0,smallsat@default,2335.15,2242.98,1364.27,2120.25,2723.4,2723.0,3976.6,2495.0
T96.2.0,CaDiCaL@DONTUNZIP-fixed,1137.03,1121.22,1111.02,1468.29,2170.2,2168.0,3159.6,1999.2
T96.2.0,Lingeling@default,569.66,619.41,770.25,886.54,1275.6,1275.5,1659.2,1121.9
T96.2.0,smallsat@default,1486.72,1662.99,786.06,1105.02,2608.4,2606.6,3831.8,2422.9
T96.2.0,varisat@default,196.25,199.25,239.52,222.73,1214.9,1214.7,1555.7,1061.0
T98.2.0,CaDiCaL@DONTUNZIP-fixed,956.99,1052.84,982.32,985.09,3086.4,3084.3,4625.8,2888.7
T98.2.0,Lingeling@default,539.95,529.84,575.48,642.81,1727.1,1726.4,2482.2,1578.5
T98.2.0,smallsat@default,1773.57,1672.23,906.82,1421.26,2718.9,2718.9,3940.8,2489.8
T98.2.0,varisat@default,208.03,208.40,221.36,226.52,1258.6,1258.5,1602.1,1103.6
terminator_03_true-unreach-call_true-termination.i,CaDiCaL@DONTUNZIP-fixed,56.70,57.18,57.17,47.06,258.4,258.5,416.6,262.8
terminator_03_true-unreach-call_true-termination.i,abcdsat_r18@default,258.54,257.46,304.08,307.74,431.6,431.5,757.0,432.7
terminator_03_true-unreach-call_true-termination.i,Riss7.1-fix@BVE_DRAT,84.04,89.30,77.31,68.68,360.5,360.5,610.7,371.1
terminator_03_true-unreach-call_true-termination.i,smallsat@default,193.52,180.09,168.27,215.54,357.9,357.7,613.4,376.1
terminator_03_true-unreach-call_true-termination.i,Sparrow2Riss-2018-fixfix@MAIN,85.96,86.67,85.19,68.38,360.2,360.4,598.3,371.1
udiv35prop,CaDiCaL@DONTUNZIP-fixed,1375.33,1572.18,1168.11,1701.28,492.3,492.3,787.1,471.9
udiv35prop,Lingeling@default,7100.06,6715.46,6643.85,8272.70,1174.1,1174.2,2109.5,1180.6
udiv35prop,Riss7.1-fix@BVE_DRAT,1840.17,1699.71,1782.00,2459.08,420.2,420.1,656.1,401.0
udiv35prop,Sparrow2Riss-2018-fixfix@MAIN,1787.23,1703.42,1711.44,2236.37,420.2,420.1,670.8,401.0
udiv40prop,CaDiCaL@DONTUNZIP-fixed,3937.86,4031.53,3383.29,4509.70,910.1,910.1,1623.5,884.6
udiv40prop,Riss7.1-fix@BVE_DRAT,9005.52,9148.06,7852.41,11395.27,1223.1,1222.9,2230.5,1214.6
udiv40prop,Sparrow2Riss-2018-fixfix@MAIN,9727.52,8804.66,8926.50,11102.85,1222.9,1223.0,2222.8,1214.4
uniqinv20prop,cms55-main-all4fixed@autotune,71.59,88.05,68.64,108.53,117.1,117.1,113.1,115.7
uniqinv20prop,cms55-main-all4fixed@glubreak,42.63,40.91,36.46,60.77,96.8,96.6,76.2,97.5
uniqinv20prop,cms55-main-all4fixed@main,57.91,53.07,43.69,68.33,109.5,109.3,99.6,109.4
uniqinv20prop,cms55-main-all4fixed@otherconf,44.87,43.65,37.53,98.26,110.8,111.0,113.5,110.6
uniqinv20prop,Riss7.1-fix@BVE_DRAT,1034.18,1267.05,942.96,1366.18,344.8,344.9,527.2,327.9
uniqinv20prop,Sparrow2Riss-2018-fixfix@MAIN,987.94,1293.88,963.63,1291.98,344.9,344.8,503.6,327.8
uniqinv25prop,CaDiCaL@DONTUNZIP-fixed,2457.39,2495.29,2153.97,3059.31,1212.3,1212.3,2198.4,1191.6
uniqinv25prop,cms55-main-all4fixed@autotune,28.09,30.72,25.32,40.44,162.6,162.5,194.5,157.7
uniqinv25prop,cms55-main-all4fixed@glubreak,23.70,26.32,24.08,35.33,157.2,157.1,173.8,152.7
uniqinv25prop,cms55-main-all4fixed@main,28.86,29.62,24.62,36.00,162.5,162.6,191.9,157.8
uniqinv25prop,Lingeling@default,142.45,260.22,122.68,174.48,607.0,606.9,1038.2,588.9
uniqinv25prop,Riss7.1-fix@BVE_DRAT,1853.49,2063.99,1950.41,2696.64,515.8,516.0,846.1,505.9
uniqinv25prop,Sparrow2Riss-2018-fixfix@MAIN,1949.57,1824.77,1696.57,2830.87,516.0,516.0,849.7,506.1
uniqinv30prop,CaDiCaL@DONTUNZIP-fixed,3391.40,3075.27,2967.29,4211.21,1552.1,1552.1,2879.3,1531.7
uniqinv30prop,cms55-main-all4fixed@autotune,53.18,49.41,44.50,61.75,297.7,297.9,439.8,284.9
uniqinv30prop,cms55-main-all4fixed@main,53.51,52.04,50.07,74.11,297.9,297.7,453.9,284.9
uniqinv30prop,cms55-main-all4fixed@otherconf,51.53,51.58,41.08,63.40,321.0,321.2,489.3,307.6
uniqinv30prop,Lingeling@default,283.17,248.53,258.17,320.30,1118.0,1118.2,2056.0,1097.3
uniqinv30prop,Riss7.1-fix@BVE_DRAT,6400.57,6507.47,7584.92,9941.13,1108.9,1109.1,2012.8,1114.1
uniqinv30prop,Sparrow2Riss-2018-fixfix@MAIN,6274.31,6460.44,7659.53,9797.34,1109.1,1108.9,2013.3,1114.1
uniqinv40prop,cms55-main-all4fixed@autotune,77.43,81.33,72.12,110.69,334.7,334.5,518.9,319.7
uniqinv40prop,cms55-main-all4fixed@glubreak,117.67,117.28,98.78,146.41,732.6,732.4,1272.7,712.2
uniqinv40prop,cms55-main-all4fixed@otherconf,131.53,133.58,120.21,166.25,784.9,784.9,1376.9,764.3
uniqinv40prop,Riss7.1-fix@BVE_DRAT,5211.11,5490.03,5375.22,7768.84,1245.3,1245.2,2242.4,1242.4
uniqinv40prop,Sparrow2Riss-2018-fixfix@MAIN,5232.87,5307.70,5609.50,8182.62,1245.3,1245.1,2234.7,1242.4
uniqinv45prop,cms55-main-all4fixed@autotune,123.81,125.09,128.38,177.42,475.9,475.9,765.0,457.3
uniqinv45prop,cms55-main-all4fixed@glubreak,464.26,492.74,614.85,837.13,1387.4,1387.5,2574.4,1365.7
uniqinv45prop,cms55-main-all4fixed@main,220.89,228.72,184.52,326.38,1202.4,1202.5,2211.1,1185.5
uniqinv46prop,cms55-main-all4fixed@autotune,117.47,120.81,112.45,174.20,508.4,508.2,848.3,488.9
uniqinv46prop,cms55-main-all4fixed@main,577.32,641.55,513.25,680.25,1490.8,1490.8,2766.5,1469.0
uniqinv46prop,cms55-main-all4fixed@otherconf,330.08,344.37,276.94,350.14,1456.3,1456.3,2701.8,1434.1
uniqinv47prop,cms55-main-all4fixed@glubreak,754.45,775.27,731.80,1092.03,1636.6,1636.5,3043.4,1614.7
uniqinv47prop,cms55-main-all4fixed@main,304.65,308.85,274.21,377.04,1463.1,1463.1,2705.8,1441.1
uniqinv47prop,cms55-main-all4fixed@otherconf,1054.30,1009.97,1009.24,1473.71,1639.2,1639.3,3059.7,1617.3
